,ObservationDate,Country_Region,Active
896,2020-07-01,India,27007.0
897,2020-07-01,India,713.0
898,2020-07-01,India,7335.0
899,2020-07-01,India,4202.0
900,2020-07-01,India,355.0
901,2020-07-01,India,2734.0
902,2020-07-01,India,575.0
903,2020-07-01,India,8198.0
904,2020-07-01,India,2130.0
905,2020-07-01,India,295.0
906,2020-07-01,India,2625.0
907,2020-07-01,India,79091.0
908,2020-07-01,India,681.0
909,2020-07-01,India,9.0
910,2020-07-01,India,37.0
911,2020-07-01,India,291.0
912,2020-07-01,India,1938.0
913,2020-07-01,India,430.0
914,2020-07-01,India,1652.0
915,2020-07-01,India,3317.0
916,2020-07-01,India,48.0
917,2020-07-01,India,39859.0
918,2020-07-01,India,9008.0
919,2020-07-01,India,302.0
920,2020-07-01,India,6832.0
921,2020-07-01,India,6709.0
922,2020-07-01,India,589.0
923,2020-07-01,India,5959.0
924,2020-07-02,India,58.0
925,2020-07-02,India,8586.0
926,2020-07-02,India,128.0
927,2020-07-02,India,2895.0
928,2020-07-02,India,2374.0
929,2020-07-02,India,55.0
930,2020-07-02,India,614.0
931,2020-07-02,India,141.0
932,2020-07-02,India,26304.0
933,2020-07-02,India,744.0
934,2020-07-02,India,7434.0
935,2020-07-02,India,4239.0
936,2020-07-02,India,376.0
937,2020-07-02,India,2760.0
938,2020-07-02,India,586.0
939,2020-07-02,India,9410.0
940,2020-07-02,India,2088.0
941,2020-07-02,India,259.0
942,2020-07-02,India,2702.0
943,2020-07-02,India,77276.0
944,2020-07-02,India,662.0
945,2020-07-02,India,13.0
946,2020-07-02,India,36.0
947,2020-07-02,India,319.0
948,2020-07-02,India,2016.0
949,2020-07-02,India,459.0
950,2020-07-02,India,1488.0
951,2020-07-02,India,3284.0
952,2020-07-02,India,49.0
953,2020-07-02,India,41050.0
954,2020-07-02,India,9226.0
955,2020-07-02,India,288.0
956,2020-07-02,India,6031.0
957,2020-07-02,India,6869.0
958,2020-07-02,India,537.0
959,2020-07-02,India,6083.0
960,2020-07-03,India,62.0
961,2020-07-03,India,9096.0
962,2020-07-03,India,176.0
963,2020-07-03,India,3310.0
964,2020-07-03,India,2660.0
965,2020-07-03,India,58.0
966,2020-07-03,India,614.0
967,2020-07-03,India,161.0
968,2020-07-03,India,26148.0
969,2020-07-03,India,744.0
970,2020-07-03,India,7763.0
971,2020-07-03,India,4057.0
972,2020-07-03,India,356.0
973,2020-07-03,India,2825.0
974,2020-07-03,India,679.0
975,2020-07-03,India,10612.0
976,2020-07-03,India,2098.0
977,2020-07-03,India,223.0
978,2020-07-03,India,2655.0
979,2020-07-03,India,79927.0
980,2020-07-03,India,677.0
981,2020-07-03,India,18.0
982,2020-07-03,India,36.0
983,2020-07-03,India,311.0
984,2020-07-03,India,2372.0
985,2020-07-03,India,459.0
986,2020-07-03,India,1514.0
987,2020-07-03,India,3331.0
988,2020-07-03,India,49.0
989,2020-07-03,India,42958.0
990,2020-07-03,India,9984.0
991,2020-07-03,India,325.0
992,2020-07-03,India,4999.0
993,2020-07-03,India,7451.0
994,2020-07-03,India,525.0
995,2020-07-03,India,6200.0
996,2020-07-04,India,53.0
997,2020-07-04,India,9473.0
998,2020-07-04,India,182.0
999,2020-07-04,India,3997.0
1000,2020-07-04,India,2925.0
1001,2020-07-04,India,59.0
1002,2020-07-04,India,598.0
1003,2020-07-04,India,175.0
1004,2020-07-04,India,25940.0
1005,2020-07-04,India,853.0
1006,2020-07-04,India,7981.0
1007,2020-07-04,India,4031.0
1008,2020-07-04,India,331.0
1009,2020-07-04,India,2976.0
1010,2020-07-04,India,687.0
1011,2020-07-04,India,11970.0
1012,2020-07-04,India,2131.0
1013,2020-07-04,India,178.0
1014,2020-07-04,India,2772.0
1015,2020-07-04,India,83311.0
1016,2020-07-04,India,658.0
1017,2020-07-04,India,18.0
1018,2020-07-04,India,34.0
1019,2020-07-04,India,335.0
1020,2020-07-04,India,2633.0
1021,2020-07-04,India,459.0
1022,2020-07-04,India,1641.0
1023,2020-07-04,India,3445.0
1024,2020-07-04,India,45.0
1025,2020-07-04,India,44959.0
1026,2020-07-04,India,10487.0
1027,2020-07-04,India,343.0
1028,2020-07-04,India,4629.0
1029,2020-07-04,India,7627.0
1030,2020-07-04,India,549.0
1031,2020-07-04,India,6329.0
1032,2020-07-05,India,53.0
1033,2020-07-05,India,10043.0
1034,2020-07-05,India,190.0
1035,2020-07-05,India,4249.0
1036,2020-07-05,India,3016.0
1037,2020-07-05,India,65.0
1038,2020-07-05,India,592.0
1039,2020-07-05,India,165.0
1040,2020-07-05,India,25038.0
1041,2020-07-05,India,818.0
1042,2020-07-05,India,8202.0
1043,2020-07-05,India,3796.0
1044,2020-07-05,India,315.0
1045,2020-07-05,India,3042.0
1046,2020-07-05,India,717.0
1047,2020-07-05,India,13255.0
1048,2020-07-05,India,2230.0
1049,2020-07-05,India,178.0
1050,2020-07-05,India,2911.0
1051,2020-07-05,India,86057.0
1052,2020-07-05,India,678.0
1053,2020-07-05,India,18.0
1054,2020-07-05,India,56.0
1055,2020-07-05,India,359.0
1056,2020-07-05,India,2810.0
1057,2020-07-05,India,459.0
1058,2020-07-05,India,1711.0
1059,2020-07-05,India,3780.0
1060,2020-07-05,India,62.0
1061,2020-07-05,India,46863.0
1062,2020-07-05,India,10904.0
1063,2020-07-05,India,365.0
1064,2020-07-05,India,4913.0
1065,2020-07-05,India,8161.0
1066,2020-07-05,India,558.0
1067,2020-07-05,India,6658.0
1068,2020-07-06,India,67.0
1069,2020-07-06,India,10860.0
1070,2020-07-06,India,190.0
1071,2020-07-06,India,4264.0
1072,2020-07-06,India,3031.0
1073,2020-07-06,India,82.0
1074,2020-07-06,India,624.0
1075,2020-07-06,India,183.0
1076,2020-07-06,India,25620.0
1077,2020-07-06,India,745.0
1078,2020-07-06,India,8497.0
1079,2020-07-06,India,3893.0
1080,2020-07-06,India,303.0
1081,2020-07-06,India,3219.0
1082,2020-07-06,India,759.0
1083,2020-07-06,India,14389.0
1084,2020-07-06,India,2254.0
1085,2020-07-06,India,168.0
1086,2020-07-06,India,3088.0
1087,2020-07-06,India,87699.0
1088,2020-07-06,India,656.0
1089,2020-07-06,India,36.0
1090,2020-07-06,India,64.0
1091,2020-07-06,India,382.0
1092,2020-07-06,India,3002.0
1093,2020-07-06,India,459.0
1094,2020-07-06,India,1828.0
1095,2020-07-06,India,3949.0
1096,2020-07-06,India,60.0
1097,2020-07-06,India,46836.0
1098,2020-07-06,India,10646.0
1099,2020-07-06,India,460.0
1100,2020-07-06,India,5034.0
1101,2020-07-06,India,8718.0
1102,2020-07-06,India,533.0
1103,2020-07-06,India,6973.0
1104,2020-07-07,India,72.0
1105,2020-07-07,India,11200.0
1106,2020-07-07,India,169.0
1107,2020-07-07,India,4179.0
1108,2020-07-07,India,3182.0
1109,2020-07-07,India,86.0
1110,2020-07-07,India,650.0
1111,2020-07-07,India,222.0
1112,2020-07-07,India,25449.0
1113,2020-07-07,India,739.0
1114,2020-07-07,India,8853.0
1115,2020-07-07,India,4075.0
1116,2020-07-07,India,282.0
1117,2020-07-07,India,3389.0
1118,2020-07-07,India,870.0
1119,2020-07-07,India,15301.0
1120,2020-07-07,India,2415.0
1121,2020-07-07,India,204.0
1122,2020-07-07,India,3237.0
1123,2020-07-07,India,89313.0
1124,2020-07-07,India,659.0
1125,2020-07-07,India,36.0
1126,2020-07-07,India,64.0
1127,2020-07-07,India,382.0
1128,2020-07-07,India,3352.0
1129,2020-07-07,India,482.0
1130,2020-07-07,India,2020.0
1131,2020-07-07,India,4357.0
1132,2020-07-07,India,55.0
1133,2020-07-07,India,45842.0
1134,2020-07-07,India,11012.0
1135,2020-07-07,India,455.0
1136,2020-07-07,India,5018.0
1137,2020-07-07,India,9514.0
1138,2020-07-07,India,566.0
1139,2020-07-07,India,7243.0
1140,2020-07-08,India,72.0
1141,2020-07-08,India,10894.0
1142,2020-07-08,India,176.0
1143,2020-07-08,India,4591.0
1144,2020-07-08,India,3528.0
1145,2020-07-08,India,104.0
1146,2020-07-08,India,676.0
1147,2020-07-08,India,224.0
1148,2020-07-08,India,23452.0
1149,2020-07-08,India,824.0
1150,2020-07-08,India,9051.0
1151,2020-07-08,India,4302.0
1152,2020-07-08,India,257.0
1153,2020-07-08,India,3545.0
1154,2020-07-08,India,904.0
1155,2020-07-08,India,16531.0
1156,2020-07-08,India,2609.0
1157,2020-07-08,India,204.0
1158,2020-07-08,India,3420.0
1159,2020-07-08,India,91084.0
1160,2020-07-08,India,642.0
1161,2020-07-08,India,36.0
1162,2020-07-08,India,64.0
1163,2020-07-08,India,353.0
1164,2020-07-08,India,3570.0
1165,2020-07-08,India,514.0
1166,2020-07-08,India,1901.0
1167,2020-07-08,India,4715.0
1168,2020-07-08,India,62.0
1169,2020-07-08,India,46483.0
1170,2020-07-08,India,11933.0
1171,2020-07-08,India,436.0
1172,2020-07-08,India,4385.0
1173,2020-07-08,India,9980.0
1174,2020-07-08,India,562.0
1175,2020-07-08,India,7705.0
1176,2020-07-09,India,68.0
1177,2020-07-09,India,11383.0
1178,2020-07-09,India,180.0
1179,2020-07-09,India,5284.0
1180,2020-07-09,India,4013.0
1181,2020-07-09,India,113.0
1182,2020-07-09,India,757.0
1183,2020-07-09,India,222.0
1184,2020-07-09,India,21567.0
1185,2020-07-09,India,869.0
1186,2020-07-09,India,9468.0
1187,2020-07-09,India,4572.0
1188,2020-07-09,India,283.0
1189,2020-07-09,India,3652.0
1190,2020-07-09,India,1015.0
1191,2020-07-09,India,17786.0
1192,2020-07-09,India,2799.0
1193,2020-07-09,India,139.0
1194,2020-07-09,India,3475.0
1195,2020-07-09,India,93673.0
1196,2020-07-09,India,651.0
1197,2020-07-09,India,45.0
1198,2020-07-09,India,64.0
1199,2020-07-09,India,369.0
1200,2020-07-09,India,3742.0
1201,2020-07-09,India,553.0
1202,2020-07-09,India,2012.0
1203,2020-07-09,India,5002.0
1204,2020-07-09,India,62.0
1205,2020-07-09,India,46655.0
1206,2020-07-09,India,12423.0
1207,2020-07-09,India,437.0
1208,2020-07-09,India,4161.0
1209,2020-07-09,India,10373.0
1210,2020-07-09,India,587.0
1211,2020-07-09,India,8231.0
1212,2020-07-10,India,64.0
1213,2020-07-10,India,11936.0
1214,2020-07-10,India,213.0
1215,2020-07-10,India,5426.0
1216,2020-07-10,India,4347.0
1217,2020-07-10,India,124.0
1218,2020-07-10,India,722.0
1219,2020-07-10,India,248.0
1220,2020-07-10,India,21146.0
1221,2020-07-10,India,895.0
1222,2020-07-10,India,9900.0
1223,2020-07-10,India,4740.0
1224,2020-07-10,India,277.0
1225,2020-07-10,India,3943.0
1226,2020-07-10,India,1172.0
1227,2020-07-10,India,19039.0
1228,2020-07-10,India,3103.0
1229,2020-07-10,India,146.0
1230,2020-07-10,India,3538.0
1231,2020-07-10,India,95943.0
1232,2020-07-10,India,750.0
1233,2020-07-10,India,139.0
1234,2020-07-10,India,83.0
1235,2020-07-10,India,428.0
1236,2020-07-10,India,3928.0
1237,2020-07-10,India,618.0
1238,2020-07-10,India,2153.0
1239,2020-07-10,India,5057.0
1240,2020-07-10,India,54.0
1241,2020-07-10,India,46108.0
1242,2020-07-10,India,12680.0
1243,2020-07-10,India,545.0
1244,2020-07-10,India,3416.0
1245,2020-07-10,India,11024.0
1246,2020-07-10,India,621.0
1247,2020-07-10,India,8881.0
1248,2020-07-11,India,70.0
1249,2020-07-11,India,12533.0
1250,2020-07-11,India,214.0
1251,2020-07-11,India,6351.0
1252,2020-07-11,India,4557.0
1253,2020-07-11,India,135.0
1254,2020-07-11,India,810.0
1255,2020-07-11,India,245.0
1256,2020-07-11,India,19895.0
1257,2020-07-11,India,928.0
1258,2020-07-11,India,10260.0
1259,2020-07-11,India,4891.0
1260,2020-07-11,India,263.0
1261,2020-07-11,India,4092.0
1262,2020-07-11,India,1347.0
1263,2020-07-11,India,20887.0
1264,2020-07-11,India,3446.0
1265,2020-07-11,India,148.0
1266,2020-07-11,India,3878.0
1267,2020-07-11,India,99499.0
1268,2020-07-11,India,750.0
1269,2020-07-11,India,139.0
1270,2020-07-11,India,77.0
1271,2020-07-11,India,435.0
1272,2020-07-11,India,4105.0
1273,2020-07-11,India,629.0
1274,2020-07-11,India,2352.0
1275,2020-07-11,India,5376.0
1276,2020-07-11,India,71.0
1277,2020-07-11,India,46413.0
1278,2020-07-11,India,12135.0
1279,2020-07-11,India,545.0
1280,2020-07-11,India,3024.0
1281,2020-07-11,India,11490.0
1282,2020-07-11,India,653.0
1283,2020-07-11,India,9588.0
1284,2020-07-12,India,70.0
1285,2020-07-12,India,13428.0
1286,2020-07-12,India,219.0
1287,2020-07-12,India,5610.0
1288,2020-07-12,India,5001.0
1289,2020-07-12,India,134.0
1290,2020-07-12,India,887.0
1291,2020-07-12,India,234.0
1292,2020-07-12,India,19155.0
1293,2020-07-12,India,952.0
1294,2020-07-12,India,10613.0
1295,2020-07-12,India,4956.0
1296,2020-07-12,India,273.0
1297,2020-07-12,India,4355.0
1298,2020-07-12,India,1418.0
1299,2020-07-12,India,22750.0
1300,2020-07-12,India,3747.0
1301,2020-07-12,India,157.0
1302,2020-07-12,India,4103.0
1303,2020-07-12,India,103813.0
1304,2020-07-12,India,713.0
1305,2020-07-12,India,238.0
1306,2020-07-12,India,81.0
1307,2020-07-12,India,447.0
1308,2020-07-12,India,4307.0
1309,2020-07-12,India,661.0
1310,2020-07-12,India,2230.0
1311,2020-07-12,India,5779.0
1312,2020-07-12,India,72.0
1313,2020-07-12,India,46972.0
1314,2020-07-12,India,11833.0
1315,2020-07-12,India,631.0
1316,2020-07-12,India,2358.0
1317,2020-07-12,India,12208.0
1318,2020-07-12,India,704.0
1319,2020-07-12,India,10500.0
1320,2020-07-13,India,57.0
1321,2020-07-13,India,14274.0
1322,2020-07-13,India,240.0
1323,2020-07-13,India,5876.0
1324,2020-07-13,India,5482.0
1325,2020-07-13,India,157.0
1326,2020-07-13,India,996.0
1327,2020-07-13,India,226.0
1328,2020-07-13,India,19017.0
1329,2020-07-13,India,1026.0
1330,2020-07-13,India,10897.0
1331,2020-07-13,India,4984.0
1332,2020-07-13,India,292.0
1333,2020-07-13,India,4545.0
1334,2020-07-13,India,1514.0
1335,2020-07-13,India,24576.0
1336,2020-07-13,India,4032.0
1337,2020-07-13,India,146.0
1338,2020-07-13,India,4336.0
1339,2020-07-13,India,105935.0
1340,2020-07-13,India,656.0
1341,2020-07-13,India,250.0
1342,2020-07-13,India,82.0
1343,2020-07-13,India,505.0
1344,2020-07-13,India,4412.0
1345,2020-07-13,India,665.0
1346,2020-07-13,India,2388.0
1347,2020-07-13,India,5781.0
1348,2020-07-13,India,106.0
1349,2020-07-13,India,48199.0
1350,2020-07-13,India,12177.0
1351,2020-07-13,India,603.0
1352,2020-07-13,India,2179.0
1353,2020-07-13,India,12972.0
1354,2020-07-13,India,703.0
1355,2020-07-13,India,11279.0
1356,2020-07-14,India,57.0
1357,2020-07-14,India,15144.0
1358,2020-07-14,India,306.0
1359,2020-07-14,India,6351.0
1360,2020-07-14,India,6261.0
1361,2020-07-14,India,144.0
1362,2020-07-14,India,1084.0
1363,2020-07-14,India,209.0
1364,2020-07-14,India,18664.0
1365,2020-07-14,India,1128.0
1366,2020-07-14,India,11065.0
1367,2020-07-14,India,5226.0
1368,2020-07-14,India,347.0
1369,2020-07-14,India,4755.0
1370,2020-07-14,India,1628.0
1371,2020-07-14,India,25845.0
1372,2020-07-14,India,4458.0
1373,2020-07-14,India,146.0
1374,2020-07-14,India,4757.0
1375,2020-07-14,India,107963.0
1376,2020-07-14,India,702.0
1377,2020-07-14,India,250.0
1378,2020-07-14,India,79.0
1379,2020-07-14,India,550.0
1380,2020-07-14,India,4342.0
1381,2020-07-14,India,684.0
1382,2020-07-14,India,2635.0
1383,2020-07-14,India,5885.0
1384,2020-07-14,India,122.0
1385,2020-07-14,India,47915.0
1386,2020-07-14,India,12530.0
1387,2020-07-14,India,630.0
1388,2020-07-14,India,1524.0
1389,2020-07-14,India,13758.0
1390,2020-07-14,India,769.0
1391,2020-07-14,India,11927.0
1392,2020-07-15,India,46.0
1393,2020-07-15,India,16621.0
1394,2020-07-15,India,306.0
1395,2020-07-15,India,6447.0
1396,2020-07-15,India,6970.0
1397,2020-07-15,India,155.0
1398,2020-07-15,India,1195.0
1399,2020-07-15,India,209.0
1400,2020-07-15,India,17807.0
1401,2020-07-15,India,1259.0
1402,2020-07-15,India,11187.0
1403,2020-07-15,India,5320.0
1404,2020-07-15,India,351.0
1405,2020-07-15,India,5123.0
1406,2020-07-15,India,1797.0
1407,2020-07-15,India,27859.0
1408,2020-07-15,India,4884.0
1409,2020-07-15,India,177.0
1410,2020-07-15,India,5053.0
1411,2020-07-15,India,112099.0
1412,2020-07-15,India,711.0
1413,2020-07-15,India,278.0
1414,2020-07-15,India,79.0
1415,2020-07-15,India,554.0
1416,2020-07-15,India,4345.0
1417,2020-07-15,India,686.0
1418,2020-07-15,India,2711.0
1419,2020-07-15,India,6405.0
1420,2020-07-15,India,133.0
1421,2020-07-15,India,47343.0
1422,2020-07-15,India,12957.0
1423,2020-07-15,India,661.0
1424,2020-07-15,India,1285.0
1425,2020-07-15,India,14628.0
1426,2020-07-15,India,787.0
1427,2020-07-15,India,12747.0
1428,2020-07-16,India,47.0
1429,2020-07-16,India,18159.0
1430,2020-07-16,India,387.0
1431,2020-07-16,India,6818.0
1432,2020-07-16,India,7549.0
1433,2020-07-16,India,164.0
1434,2020-07-16,India,1260.0
1435,2020-07-16,India,179.0
1436,2020-07-16,India,17407.0
1437,2020-07-16,India,1272.0
1438,2020-07-16,India,11289.0
1439,2020-07-16,India,5495.0
1440,2020-07-16,India,382.0
1441,2020-07-16,India,5488.0
1442,2020-07-16,India,2069.0
1443,2020-07-16,India,30661.0
1444,2020-07-16,India,5376.0
1445,2020-07-16,India,176.0
1446,2020-07-16,India,5562.0
1447,2020-07-16,India,114947.0
1448,2020-07-16,India,635.0
1449,2020-07-16,India,309.0
1450,2020-07-16,India,112.0
1451,2020-07-16,India,525.0
1452,2020-07-16,India,4436.0
1453,2020-07-16,India,774.0
1454,2020-07-16,India,2587.0
1455,2020-07-16,India,6666.0
1456,2020-07-16,India,155.0
1457,2020-07-16,India,46717.0
1458,2020-07-16,India,13327.0
1459,2020-07-16,India,676.0
1460,2020-07-16,India,531.0
1461,2020-07-16,India,15720.0
1462,2020-07-16,India,937.0
1463,2020-07-16,India,13679.0
1464,2020-07-17,India,52.0
1465,2020-07-17,India,19814.0
1466,2020-07-17,India,431.0
1467,2020-07-17,India,6490.0
1468,2020-07-17,India,8767.0
1469,2020-07-17,India,169.0
1470,2020-07-17,India,1429.0
1471,2020-07-17,India,182.0
1472,2020-07-17,India,17235.0
1473,2020-07-17,India,1337.0
1474,2020-07-17,India,11351.0
1475,2020-07-17,India,5752.0
1476,2020-07-17,India,382.0
1477,2020-07-17,India,5968.0
1478,2020-07-17,India,2305.0
1479,2020-07-17,India,33211.0
1480,2020-07-17,India,6033.0
1481,2020-07-17,India,177.0
1482,2020-07-17,India,5870.0
1483,2020-07-17,India,120780.0
1484,2020-07-17,India,637.0
1485,2020-07-17,India,335.0
1486,2020-07-17,India,122.0
1487,2020-07-17,India,551.0
1488,2020-07-17,India,4697.0
1489,2020-07-17,India,793.0
1490,2020-07-17,India,2830.0
1491,2020-07-17,India,6617.0
1492,2020-07-17,India,176.0
1493,2020-07-17,India,47785.0
1494,2020-07-17,India,13388.0
1495,2020-07-17,India,679.0
1496,2020-07-17,India,531.0
1497,2020-07-17,India,16445.0
1498,2020-07-17,India,1030.0
1499,2020-07-17,India,14709.0
1500,2020-07-18,India,53.0
1501,2020-07-18,India,22260.0
1502,2020-07-18,India,373.0
1503,2020-07-18,India,7700.0
1504,2020-07-18,India,9392.0
1505,2020-07-18,India,203.0
1506,2020-07-18,India,1551.0
1507,2020-07-18,India,186.0
1508,2020-07-18,India,16711.0
1509,2020-07-18,India,1425.0
1510,2020-07-18,India,11233.0
1511,2020-07-18,India,5885.0
1512,2020-07-18,India,410.0
1513,2020-07-18,India,5797.0
1514,2020-07-18,India,2685.0
1515,2020-07-18,India,36637.0
1516,2020-07-18,India,6420.0
1517,2020-07-18,India,173.0
1518,2020-07-18,India,6193.0
1519,2020-07-18,India,123678.0
1520,2020-07-18,India,709.0
1521,2020-07-18,India,350.0
1522,2020-07-18,India,117.0
1523,2020-07-18,India,546.0
1524,2020-07-18,India,4678.0
1525,2020-07-18,India,800.0
1526,2020-07-18,India,3092.0
1527,2020-07-18,India,6803.0
1528,2020-07-18,India,185.0
1529,2020-07-18,India,49455.0
1530,2020-07-18,India,12764.0
1531,2020-07-18,India,914.0
1532,2020-07-18,India,17264.0
1533,2020-07-18,India,1143.0
1534,2020-07-18,India,15594.0
1535,2020-07-18,India,163.0
1536,2020-07-19,India,58.0
1537,2020-07-19,India,26118.0
1538,2020-07-19,India,455.0
1539,2020-07-19,India,7919.0
1540,2020-07-19,India,10044.0
1541,2020-07-19,India,217.0
1542,2020-07-19,India,1608.0
1543,2020-07-19,India,189.0
1544,2020-07-19,India,16031.0
1545,2020-07-19,India,1417.0
1546,2020-07-19,India,11312.0
1547,2020-07-19,India,6022.0
1548,2020-07-19,India,413.0
1549,2020-07-19,India,5844.0
1550,2020-07-19,India,2770.0
1551,2020-07-19,India,39376.0
1552,2020-07-19,India,7067.0
1553,2020-07-19,India,173.0
1554,2020-07-19,India,6568.0
1555,2020-07-19,India,129032.0
1556,2020-07-19,India,698.0
1557,2020-07-19,India,382.0
1558,2020-07-19,India,117.0
1559,2020-07-19,India,543.0
1560,2020-07-19,India,4893.0
1561,2020-07-19,India,817.0
1562,2020-07-19,India,3311.0
1563,2020-07-19,India,7145.0
1564,2020-07-19,India,191.0
1565,2020-07-19,India,50297.0
1566,2020-07-19,India,12223.0
1567,2020-07-19,India,1114.0
1568,2020-07-19,India,18256.0
1569,2020-07-19,India,1347.0
1570,2020-07-19,India,16492.0
1571,2020-07-18,India,163.0
1572,2020-07-20,India,55.0
1573,2020-07-20,India,28800.0
1574,2020-07-20,India,502.0
1575,2020-07-20,India,8229.0
1576,2020-07-20,India,9996.0
1577,2020-07-20,India,207.0
1578,2020-07-20,India,1592.0
1579,2020-07-20,India,234.0
1580,2020-07-20,India,15166.0
1581,2020-07-20,India,1469.0
1582,2020-07-20,India,11513.0
1583,2020-07-20,India,6277.0
1584,2020-07-20,India,553.0
1585,2020-07-20,India,6122.0
1586,2020-07-20,India,2893.0
1587,2020-07-20,India,42222.0
1588,2020-07-20,India,7615.0
1589,2020-07-20,India,186.0
1590,2020-07-20,India,6888.0
1591,2020-07-20,India,131636.0
1592,2020-07-20,India,618.0
1593,2020-07-20,India,382.0
1594,2020-07-20,India,129.0
1595,2020-07-20,India,537.0
1596,2020-07-20,India,5103.0
1597,2020-07-20,India,798.0
1598,2020-07-20,India,3130.0
1599,2020-07-20,India,7627.0
1600,2020-07-20,India,213.0
1601,2020-07-20,India,51351.0
1602,2020-07-20,India,11529.0
1603,2020-07-20,India,1227.0
1604,2020-07-20,India,19137.0
1605,2020-07-20,India,1375.0
1606,2020-07-20,India,17204.0
1607,2020-07-18,India,163.0
1608,2020-07-21,India,53.0
1609,2020-07-21,India,32336.0
1610,2020-07-21,India,552.0
1611,2020-07-21,India,7291.0
1612,2020-07-21,India,10220.0
1613,2020-07-21,India,221.0
1614,2020-07-21,India,1586.0
1615,2020-07-21,India,240.0
1616,2020-07-21,India,15288.0
1617,2020-07-21,India,1552.0
1618,2020-07-21,India,11760.0
1619,2020-07-21,India,6146.0
1620,2020-07-21,India,576.0
1621,2020-07-21,India,6540.0
1622,2020-07-21,India,3200.0
1623,2020-07-21,India,44146.0
1624,2020-07-21,India,8060.0
1625,2020-07-21,India,186.0
1626,2020-07-21,India,7082.0
1627,2020-07-21,India,132538.0
1628,2020-07-21,India,615.0
1629,2020-07-21,India,416.0
1630,2020-07-21,India,149.0
1631,2020-07-21,India,545.0
1632,2020-07-21,India,5344.0
1633,2020-07-21,India,831.0
1634,2020-07-21,India,3237.0
1635,2020-07-21,India,8052.0
1636,2020-07-21,India,222.0
1637,2020-07-21,India,51347.0
1638,2020-07-21,India,9891.0
1639,2020-07-21,India,1397.0
1640,2020-07-21,India,20204.0
1641,2020-07-21,India,1497.0
1642,2020-07-21,India,17813.0
1643,2020-07-18,India,163.0
1644,2020-07-22,India,58.0
1645,2020-07-22,India,31763.0
1646,2020-07-22,India,632.0
1647,2020-07-22,India,8675.0
1648,2020-07-22,India,10506.0
1649,2020-07-22,India,254.0
1650,2020-07-22,India,1709.0
1651,2020-07-22,India,257.0
1652,2020-07-22,India,14954.0
1653,2020-07-22,India,1607.0
1654,2020-07-22,India,11915.0
1655,2020-07-22,India,6117.0
1656,2020-07-22,India,609.0
1657,2020-07-22,India,6831.0
1658,2020-07-22,India,3397.0
1659,2020-07-22,India,47075.0
1660,2020-07-22,India,8825.0
1661,2020-07-22,India,186.0
1662,2020-07-22,India,7236.0
1663,2020-07-22,India,137282.0
1664,2020-07-22,India,632.0
1665,2020-07-22,India,433.0
1666,2020-07-22,India,138.0
1667,2020-07-22,India,598.0
1668,2020-07-22,India,5977.0
1669,2020-07-22,India,900.0
1670,2020-07-22,India,3391.0
1671,2020-07-22,India,8387.0
1672,2020-07-22,India,326.0
1673,2020-07-22,India,51765.0
1674,2020-07-22,India,11155.0
1675,2020-07-22,India,1408.0
1676,2020-07-22,India,20825.0
1677,2020-07-22,India,1894.0
1678,2020-07-22,India,18450.0
1679,2020-07-18,India,163.0
1680,2020-07-23,India,70.0
1681,2020-07-23,India,34272.0
1682,2020-07-23,India,654.0
1683,2020-07-23,India,8022.0
1684,2020-07-23,India,10994.0
1685,2020-07-23,India,256.0
1686,2020-07-23,India,1847.0
1687,2020-07-23,India,279.0
1688,2020-07-23,India,14554.0
1689,2020-07-23,India,1666.0
1690,2020-07-23,India,12247.0
1691,2020-07-23,India,6348.0
1692,2020-07-23,India,687.0
1693,2020-07-23,India,7438.0
1694,2020-07-23,India,3734.0
1695,2020-07-23,India,49937.0
1696,2020-07-23,India,9466.0
1697,2020-07-23,India,183.0
1698,2020-07-23,India,7335.0
1699,2020-07-23,India,140395.0
1700,2020-07-23,India,649.0
1701,2020-07-23,India,452.0
1702,2020-07-23,India,149.0
1703,2020-07-23,India,644.0
1704,2020-07-23,India,6592.0
1705,2020-07-23,India,986.0
1706,2020-07-23,India,3721.0
1707,2020-07-23,India,8811.0
1708,2020-07-23,India,338.0
1709,2020-07-23,India,52939.0
1710,2020-07-23,India,11052.0
1711,2020-07-23,India,1574.0
1712,2020-07-23,India,21012.0
1713,2020-07-23,India,1986.0
1714,2020-07-23,India,18846.0
1715,2020-07-18,India,163.0
1716,2020-07-24,India,85.0
1717,2020-07-24,India,39990.0
1718,2020-07-24,India,661.0
1719,2020-07-24,India,8084.0
1720,2020-07-24,India,11363.0
1721,2020-07-24,India,275.0
1722,2020-07-24,India,2128.0
1723,2020-07-24,India,301.0
1724,2020-07-24,India,13681.0
1725,2020-07-24,India,1646.0
1726,2020-07-24,India,12418.0
1727,2020-07-24,India,6420.0
1728,2020-07-24,India,798.0
1729,2020-07-24,India,7269.0
1730,2020-07-24,India,4116.0
1731,2020-07-24,India,52799.0
1732,2020-07-24,India,9379.0
1733,2020-07-24,India,209.0
1734,2020-07-24,India,7553.0
1735,2020-07-24,India,144018.0
1736,2020-07-24,India,655.0
1737,2020-07-24,India,496.0
1738,2020-07-24,India,178.0
1739,2020-07-24,India,701.0
1740,2020-07-24,India,7372.0
1741,2020-07-24,India,997.0
1742,2020-07-24,India,3838.0
1743,2020-07-24,India,9029.0
1744,2020-07-24,India,335.0
