,ObservationDate,Country_Region,Deaths
1055,05-07-2020,India,0
1056,05-07-2020,India,36
1057,05-07-2020,India,12
1058,05-07-2020,India,164
1059,05-07-2020,India,456
1060,05-07-2020,India,0
1061,05-07-2020,India,1510
1062,05-07-2020,India,295
1063,05-07-2020,India,1
1064,05-07-2020,India,0
1065,05-07-2020,India,785
1066,05-07-2020,India,42
1067,05-07-2020,India,757
1068,06-07-2020,India,0
1069,06-07-2020,India,239
1070,06-07-2020,India,1
1071,06-07-2020,India,14
1072,06-07-2020,India,97
1073,06-07-2020,India,6
1074,06-07-2020,India,14
1075,06-07-2020,India,0
1076,06-07-2020,India,3115
1077,06-07-2020,India,7
1078,06-07-2020,India,1960
1079,06-07-2020,India,276
1080,06-07-2020,India,11
1081,06-07-2020,India,138
1082,06-07-2020,India,20
1083,06-07-2020,India,401
1084,06-07-2020,India,27
1085,06-07-2020,India,1
1086,06-07-2020,India,617
1087,06-07-2020,India,9026
1088,06-07-2020,India,0
1089,06-07-2020,India,1
1090,06-07-2020,India,0
1091,06-07-2020,India,0
1092,06-07-2020,India,38
1093,06-07-2020,India,12
1094,06-07-2020,India,169
1095,06-07-2020,India,461
1096,06-07-2020,India,0
1097,06-07-2020,India,1571
1098,06-07-2020,India,306
1099,06-07-2020,India,1
1100,06-07-2020,India,0
1101,06-07-2020,India,809
1102,06-07-2020,India,42
1103,06-07-2020,India,779
1104,07-07-2020,India,0
1105,07-07-2020,India,252
1106,07-07-2020,India,2
1107,07-07-2020,India,14
1108,07-07-2020,India,104
1109,07-07-2020,India,7
1110,07-07-2020,India,14
1111,07-07-2020,India,0
1112,07-07-2020,India,3165
1113,07-07-2020,India,8
1114,07-07-2020,India,1977
1115,07-07-2020,India,279
1116,07-07-2020,India,11
1117,07-07-2020,India,143
1118,07-07-2020,India,22
1119,07-07-2020,India,416
1120,07-07-2020,India,27
1121,07-07-2020,India,1
1122,07-07-2020,India,622
1123,07-07-2020,India,9250
1124,07-07-2020,India,0
1125,07-07-2020,India,1
1126,07-07-2020,India,0
1127,07-07-2020,India,0
1128,07-07-2020,India,42
1129,07-07-2020,India,14
1130,07-07-2020,India,175
1131,07-07-2020,India,472
1132,07-07-2020,India,0
1133,07-07-2020,India,1636
1134,07-07-2020,India,313
1135,07-07-2020,India,1
1136,07-07-2020,India,0
1137,07-07-2020,India,827
1138,07-07-2020,India,43
1139,07-07-2020,India,804
1140,08-07-2020,India,0
1141,08-07-2020,India,264
1142,08-07-2020,India,2
1143,08-07-2020,India,16
1144,08-07-2020,India,107
1145,08-07-2020,India,7
1146,08-07-2020,India,14
1147,08-07-2020,India,0
1148,08-07-2020,India,3213
1149,08-07-2020,India,8
1150,08-07-2020,India,1993
1151,08-07-2020,India,282
1152,08-07-2020,India,11
1153,08-07-2020,India,149
1154,08-07-2020,India,22
1155,08-07-2020,India,470
1156,08-07-2020,India,27
1157,08-07-2020,India,1
1158,08-07-2020,India,629
1159,08-07-2020,India,9448
1160,08-07-2020,India,0
1161,08-07-2020,India,1
1162,08-07-2020,India,0
1163,08-07-2020,India,0
1164,08-07-2020,India,48
1165,08-07-2020,India,14
1166,08-07-2020,India,178
1167,08-07-2020,India,482
1168,08-07-2020,India,0
1169,08-07-2020,India,1700
1170,08-07-2020,India,324
1171,08-07-2020,India,1
1172,08-07-2020,India,0
1173,08-07-2020,India,845
1174,08-07-2020,India,46
1175,08-07-2020,India,827
1176,09-07-2020,India,0
1177,09-07-2020,India,277
1178,09-07-2020,India,2
1179,09-07-2020,India,22
1180,09-07-2020,India,115
1181,09-07-2020,India,7
1182,09-07-2020,India,15
1183,09-07-2020,India,0
1184,09-07-2020,India,3258
1185,09-07-2020,India,9
1186,09-07-2020,India,2008
1187,09-07-2020,India,287
1188,09-07-2020,India,11
1189,09-07-2020,India,154
1190,09-07-2020,India,23
1191,09-07-2020,India,486
1192,09-07-2020,India,27
1193,09-07-2020,India,1
1194,09-07-2020,India,634
1195,09-07-2020,India,9667
1196,09-07-2020,India,0
1197,09-07-2020,India,2
1198,09-07-2020,India,0
1199,09-07-2020,India,0
1200,09-07-2020,India,52
1201,09-07-2020,India,14
1202,09-07-2020,India,183
1203,09-07-2020,India,491
1204,09-07-2020,India,0
1205,09-07-2020,India,1765
1206,09-07-2020,India,331
1207,09-07-2020,India,1
1208,09-07-2020,India,0
1209,09-07-2020,India,862
1210,09-07-2020,India,46
1211,09-07-2020,India,854
1212,10-07-2020,India,0
1213,10-07-2020,India,292
1214,10-07-2020,India,2
1215,10-07-2020,India,27
1216,10-07-2020,India,119
1217,10-07-2020,India,7
1218,10-07-2020,India,17
1219,10-07-2020,India,0
1220,10-07-2020,India,3300
1221,10-07-2020,India,9
1222,10-07-2020,India,2022
1223,10-07-2020,India,290
1224,10-07-2020,India,11
1225,10-07-2020,India,159
1226,10-07-2020,India,23
1227,10-07-2020,India,543
1228,10-07-2020,India,27
1229,10-07-2020,India,1
1230,10-07-2020,India,638
1231,10-07-2020,India,9893
1232,10-07-2020,India,0
1233,10-07-2020,India,2
1234,10-07-2020,India,0
1235,10-07-2020,India,0
1236,10-07-2020,India,56
1237,10-07-2020,India,17
1238,10-07-2020,India,187
1239,10-07-2020,India,497
1240,10-07-2020,India,0
1241,10-07-2020,India,1829
1242,10-07-2020,India,339
1243,10-07-2020,India,1
1244,10-07-2020,India,0
1245,10-07-2020,India,889
1246,10-07-2020,India,46
1247,10-07-2020,India,880
1248,11-07-2020,India,0
1249,11-07-2020,India,309
1250,11-07-2020,India,2
1251,11-07-2020,India,35
1252,11-07-2020,India,131
1253,11-07-2020,India,7
1254,11-07-2020,India,17
1255,11-07-2020,India,0
1256,11-07-2020,India,3334
1257,11-07-2020,India,12
1258,11-07-2020,India,2032
1259,11-07-2020,India,297
1260,11-07-2020,India,11
1261,11-07-2020,India,169
1262,11-07-2020,India,23
1263,11-07-2020,India,613
1264,11-07-2020,India,29
1265,11-07-2020,India,1
1266,11-07-2020,India,644
1267,11-07-2020,India,10116
1268,11-07-2020,India,0
1269,11-07-2020,India,2
1270,11-07-2020,India,0
1271,11-07-2020,India,0
1272,11-07-2020,India,61
1273,11-07-2020,India,18
1274,11-07-2020,India,195
1275,11-07-2020,India,503
1276,11-07-2020,India,0
1277,11-07-2020,India,1898
1278,11-07-2020,India,348
1279,11-07-2020,India,1
1280,11-07-2020,India,0
1281,11-07-2020,India,913
1282,11-07-2020,India,46
1283,11-07-2020,India,906
1284,12-07-2020,India,0
1285,12-07-2020,India,328
1286,12-07-2020,India,2
1287,12-07-2020,India,35
1288,12-07-2020,India,143
1289,12-07-2020,India,8
1290,12-07-2020,India,19
1291,12-07-2020,India,0
1292,12-07-2020,India,3371
1293,12-07-2020,India,14
1294,12-07-2020,India,2045
1295,12-07-2020,India,301
1296,12-07-2020,India,11
1297,12-07-2020,India,179
1298,12-07-2020,India,30
1299,12-07-2020,India,684
1300,12-07-2020,India,31
1301,12-07-2020,India,1
1302,12-07-2020,India,653
1303,12-07-2020,India,10289
1304,12-07-2020,India,0
1305,12-07-2020,India,2
1306,12-07-2020,India,0
1307,12-07-2020,India,0
1308,12-07-2020,India,64
1309,12-07-2020,India,18
1310,12-07-2020,India,199
1311,12-07-2020,India,510
1312,12-07-2020,India,0
1313,12-07-2020,India,1966
1314,12-07-2020,India,356
1315,12-07-2020,India,2
1316,12-07-2020,India,0
1317,12-07-2020,India,934
1318,12-07-2020,India,47
1319,12-07-2020,India,932
1320,13-07-2020,India,0
1321,13-07-2020,India,365
1322,13-07-2020,India,2
1323,13-07-2020,India,36
1324,13-07-2020,India,160
1325,13-07-2020,India,8
1326,13-07-2020,India,19
1327,13-07-2020,India,1
1328,13-07-2020,India,3411
1329,13-07-2020,India,17
1330,13-07-2020,India,2055
1331,13-07-2020,India,308
1332,13-07-2020,India,11
1333,13-07-2020,India,187
1334,13-07-2020,India,33
1335,13-07-2020,India,757
1336,13-07-2020,India,33
1337,13-07-2020,India,1
1338,13-07-2020,India,663
1339,13-07-2020,India,10482
1340,13-07-2020,India,0
1341,13-07-2020,India,2
1342,13-07-2020,India,0
1343,13-07-2020,India,0
1344,13-07-2020,India,70
1345,13-07-2020,India,18
1346,13-07-2020,India,204
1347,13-07-2020,India,525
1348,13-07-2020,India,0
1349,13-07-2020,India,2032
1350,13-07-2020,India,365
1351,13-07-2020,India,2
1352,13-07-2020,India,0
1353,13-07-2020,India,955
1354,13-07-2020,India,49
1355,13-07-2020,India,956
1356,14-07-2020,India,0
1357,14-07-2020,India,408
1358,14-07-2020,India,3
1359,14-07-2020,India,40
1360,14-07-2020,India,174
1361,14-07-2020,India,10
1362,14-07-2020,India,20
1363,14-07-2020,India,1
1364,14-07-2020,India,3446
1365,14-07-2020,India,18
1366,14-07-2020,India,2069
1367,14-07-2020,India,312
1368,14-07-2020,India,11
1369,14-07-2020,India,195
1370,14-07-2020,India,36
1371,14-07-2020,India,842
1372,14-07-2020,India,34
1373,14-07-2020,India,1
1374,14-07-2020,India,673
1375,14-07-2020,India,10695
1376,14-07-2020,India,0
1377,14-07-2020,India,2
1378,14-07-2020,India,0
1379,14-07-2020,India,0
1380,14-07-2020,India,74
1381,14-07-2020,India,18
1382,14-07-2020,India,213
1383,14-07-2020,India,525
1384,14-07-2020,India,0
1385,14-07-2020,India,2099
1386,14-07-2020,India,375
1387,14-07-2020,India,2
1388,14-07-2020,India,0
1389,14-07-2020,India,983
1390,14-07-2020,India,50
1391,14-07-2020,India,980
1392,15-07-2020,India,0
1393,15-07-2020,India,452
1394,15-07-2020,India,3
1395,15-07-2020,India,46
1396,15-07-2020,India,180
1397,15-07-2020,India,11
1398,15-07-2020,India,20
1399,15-07-2020,India,1
1400,15-07-2020,India,3487
1401,15-07-2020,India,18
1402,15-07-2020,India,2079
1403,15-07-2020,India,319
1404,15-07-2020,India,11
1405,15-07-2020,India,206
1406,15-07-2020,India,38
1407,15-07-2020,India,928
1408,15-07-2020,India,35
1409,15-07-2020,India,1
1410,15-07-2020,India,682
1411,15-07-2020,India,10928
1412,15-07-2020,India,0
1413,15-07-2020,India,2
1414,15-07-2020,India,0
1415,15-07-2020,India,0
1416,15-07-2020,India,77
1417,15-07-2020,India,21
1418,15-07-2020,India,221
1419,15-07-2020,India,530
1420,15-07-2020,India,0
1421,15-07-2020,India,2167
1422,15-07-2020,India,386
1423,15-07-2020,India,3
1424,15-07-2020,India,0
1425,15-07-2020,India,1012
1426,15-07-2020,India,50
1427,15-07-2020,India,1000
1428,16-07-2020,India,0
1429,16-07-2020,India,492
1430,16-07-2020,India,3
1431,16-07-2020,India,48
1432,16-07-2020,India,197
1433,16-07-2020,India,11
1434,16-07-2020,India,21
1435,16-07-2020,India,2
1436,16-07-2020,India,3545
1437,16-07-2020,India,19
1438,16-07-2020,India,2089
1439,16-07-2020,India,322
1440,16-07-2020,India,11
1441,16-07-2020,India,222
1442,16-07-2020,India,42
1443,16-07-2020,India,1032
1444,16-07-2020,India,37
1445,16-07-2020,India,1
1446,16-07-2020,India,689
1447,16-07-2020,India,11194
1448,16-07-2020,India,0
1449,16-07-2020,India,2
1450,16-07-2020,India,0
1451,16-07-2020,India,0
1452,16-07-2020,India,79
1453,16-07-2020,India,22
1454,16-07-2020,India,230
1455,16-07-2020,India,538
1456,16-07-2020,India,0
1457,16-07-2020,India,2236
1458,16-07-2020,India,396
1459,16-07-2020,India,3
1460,16-07-2020,India,0
1461,16-07-2020,India,1046
1462,16-07-2020,India,50
1463,16-07-2020,India,1023
1464,17-07-2020,India,0
1465,17-07-2020,India,534
1466,17-07-2020,India,3
1467,17-07-2020,India,51
1468,17-07-2020,India,201
1469,17-07-2020,India,11
1470,17-07-2020,India,23
1471,17-07-2020,India,2
1472,17-07-2020,India,3571
1473,17-07-2020,India,21
1474,17-07-2020,India,2106
1475,17-07-2020,India,327
1476,17-07-2020,India,11
1477,17-07-2020,India,231
1478,17-07-2020,India,46
1479,17-07-2020,India,1147
1480,17-07-2020,India,38
1481,17-07-2020,India,1
1482,17-07-2020,India,697
1483,17-07-2020,India,11452
1484,17-07-2020,India,0
1485,17-07-2020,India,2
1486,17-07-2020,India,0
1487,17-07-2020,India,0
1488,17-07-2020,India,83
1489,17-07-2020,India,25
1490,17-07-2020,India,239
1491,17-07-2020,India,546
1492,17-07-2020,India,0
1493,17-07-2020,India,2315
1494,17-07-2020,India,403
1495,17-07-2020,India,3
1496,17-07-2020,India,0
1497,17-07-2020,India,1084
1498,17-07-2020,India,51
1499,17-07-2020,India,1049
1500,18-07-2020,India,0
1501,18-07-2020,India,586
1502,18-07-2020,India,3
1503,18-07-2020,India,53
1504,18-07-2020,India,208
1505,18-07-2020,India,12
1506,18-07-2020,India,24
1507,18-07-2020,India,2
1508,18-07-2020,India,3597
1509,18-07-2020,India,21
1510,18-07-2020,India,2122
1511,18-07-2020,India,344
1512,18-07-2020,India,11
1513,18-07-2020,India,236
1514,18-07-2020,India,46
1515,18-07-2020,India,1240
1516,18-07-2020,India,40
1517,18-07-2020,India,1
1518,18-07-2020,India,706
1519,18-07-2020,India,11596
1520,18-07-2020,India,0
1521,18-07-2020,India,2
1522,18-07-2020,India,0
1523,18-07-2020,India,0
1524,18-07-2020,India,86
1525,18-07-2020,India,28
1526,18-07-2020,India,246
1527,18-07-2020,India,553
1528,18-07-2020,India,0
1529,18-07-2020,India,2403
1530,18-07-2020,India,409
1531,18-07-2020,India,5
1532,18-07-2020,India,1108
1533,18-07-2020,India,52
1534,18-07-2020,India,1076
1535,18-07-2020,India,0
1536,19-07-2020,India,0
1537,19-07-2020,India,642
1538,19-07-2020,India,3
1539,19-07-2020,India,57
1540,19-07-2020,India,217
1541,19-07-2020,India,12
1542,19-07-2020,India,24
1543,19-07-2020,India,2
1544,19-07-2020,India,3628
1545,19-07-2020,India,22
1546,19-07-2020,India,2142
1547,19-07-2020,India,349
1548,19-07-2020,India,11
1549,19-07-2020,India,244
1550,19-07-2020,India,49
1551,19-07-2020,India,1331
1552,19-07-2020,India,42
1553,19-07-2020,India,2
1554,19-07-2020,India,721
1555,19-07-2020,India,11854
1556,19-07-2020,India,0
1557,19-07-2020,India,2
1558,19-07-2020,India,0
1559,19-07-2020,India,0
1560,19-07-2020,India,91
1561,19-07-2020,India,28
1562,19-07-2020,India,254
1563,19-07-2020,India,559
1564,19-07-2020,India,0
1565,19-07-2020,India,2481
1566,19-07-2020,India,415
1567,19-07-2020,India,5
1568,19-07-2020,India,1146
1569,19-07-2020,India,52
1570,19-07-2020,India,1112
1571,18-07-2020,India,0
1572,20-07-2020,India,0
1573,20-07-2020,India,696
1574,20-07-2020,India,3
1575,20-07-2020,India,58
1576,20-07-2020,India,217
1577,20-07-2020,India,12
1578,20-07-2020,India,25
1579,20-07-2020,India,2
1580,20-07-2020,India,3663
1581,20-07-2020,India,23
1582,20-07-2020,India,2162
1583,20-07-2020,India,355
1584,20-07-2020,India,11
1585,20-07-2020,India,254
1586,20-07-2020,India,53
1587,20-07-2020,India,1403
1588,20-07-2020,India,43
1589,20-07-2020,India,2
1590,20-07-2020,India,738
1591,20-07-2020,India,12030
1592,20-07-2020,India,0
1593,20-07-2020,India,2
1594,20-07-2020,India,0
1595,20-07-2020,India,0
1596,20-07-2020,India,97
1597,20-07-2020,India,29
1598,20-07-2020,India,262
1599,20-07-2020,India,568
1600,20-07-2020,India,0
1601,20-07-2020,India,2551
1602,20-07-2020,India,422
1603,20-07-2020,India,7
1604,20-07-2020,India,1192
1605,20-07-2020,India,55
1606,20-07-2020,India,1147
1607,18-07-2020,India,0
1608,21-07-2020,India,0
1609,21-07-2020,India,758
1610,21-07-2020,India,3
1611,21-07-2020,India,58
1612,21-07-2020,India,217
1613,21-07-2020,India,12
1614,21-07-2020,India,29
1615,21-07-2020,India,2
1616,21-07-2020,India,3690
1617,21-07-2020,India,26
1618,21-07-2020,India,2196
1619,21-07-2020,India,364
1620,21-07-2020,India,11
1621,21-07-2020,India,263
1622,21-07-2020,India,55
1623,21-07-2020,India,1464
1624,21-07-2020,India,44
1625,21-07-2020,India,2
1626,21-07-2020,India,756
1627,21-07-2020,India,12276
1628,21-07-2020,India,0
1629,21-07-2020,India,4
1630,21-07-2020,India,0
1631,21-07-2020,India,0
1632,21-07-2020,India,103
1633,21-07-2020,India,30
1634,21-07-2020,India,263
1635,21-07-2020,India,577
1636,21-07-2020,India,0
1637,21-07-2020,India,2626
1638,21-07-2020,India,429
1639,21-07-2020,India,8
1640,21-07-2020,India,1229
1641,21-07-2020,India,55
1642,21-07-2020,India,1182
1643,18-07-2020,India,0
1644,22-07-2020,India,0
1645,22-07-2020,India,823
1646,22-07-2020,India,3
1647,22-07-2020,India,64
1648,22-07-2020,India,217
1649,22-07-2020,India,13
1650,22-07-2020,India,29
1651,22-07-2020,India,2
1652,22-07-2020,India,3719
1653,22-07-2020,India,28
1654,22-07-2020,India,2224
1655,22-07-2020,India,372
1656,22-07-2020,India,11
1657,22-07-2020,India,273
1658,22-07-2020,India,64
1659,22-07-2020,India,1519
1660,22-07-2020,India,45
1661,22-07-2020,India,2
1662,22-07-2020,India,770
1663,22-07-2020,India,12556
1664,22-07-2020,India,0
1665,22-07-2020,India,4
1666,22-07-2020,India,0
1667,22-07-2020,India,0
1668,22-07-2020,India,108
1669,22-07-2020,India,31
1670,22-07-2020,India,269
1671,22-07-2020,India,583
1672,22-07-2020,India,0
1673,22-07-2020,India,3144
1674,22-07-2020,India,438
1675,22-07-2020,India,9
1676,22-07-2020,India,1263
1677,22-07-2020,India,57
1678,22-07-2020,India,1221
1679,18-07-2020,India,0
1680,23-07-2020,India,0
1681,23-07-2020,India,884
1682,23-07-2020,India,3
1683,23-07-2020,India,70
1684,23-07-2020,India,217
1685,23-07-2020,India,13
1686,23-07-2020,India,30
1687,23-07-2020,India,2
1688,23-07-2020,India,3745
1689,23-07-2020,India,29
1690,23-07-2020,India,2252
1691,23-07-2020,India,378
1692,23-07-2020,India,11
1693,23-07-2020,India,282
1694,23-07-2020,India,67
1695,23-07-2020,India,1616
1696,23-07-2020,India,50
1697,23-07-2020,India,2
1698,23-07-2020,India,780
1699,23-07-2020,India,12854
1700,23-07-2020,India,0
1701,23-07-2020,India,4
1702,23-07-2020,India,0
1703,23-07-2020,India,0
1704,23-07-2020,India,114
1705,23-07-2020,India,34
1706,23-07-2020,India,277
1707,23-07-2020,India,594
1708,23-07-2020,India,0
1709,23-07-2020,India,3232
1710,23-07-2020,India,447
1711,23-07-2020,India,10
1712,23-07-2020,India,1289
1713,23-07-2020,India,60
1714,23-07-2020,India,1255
1715,18-07-2020,India,0
1716,24-07-2020,India,0
1717,24-07-2020,India,933
1718,24-07-2020,India,3
1719,24-07-2020,India,76
1720,24-07-2020,India,220
1721,24-07-2020,India,13
1722,24-07-2020,India,36
1723,24-07-2020,India,2
1724,24-07-2020,India,3777
1725,24-07-2020,India,29
1726,24-07-2020,India,2278
1727,24-07-2020,India,382
1728,24-07-2020,India,11
1729,24-07-2020,India,296
1730,24-07-2020,India,70
1731,24-07-2020,India,1724
1732,24-07-2020,India,54
1733,24-07-2020,India,2
1734,24-07-2020,India,791
1735,24-07-2020,India,13132
1736,24-07-2020,India,0
1737,24-07-2020,India,5
1738,24-07-2020,India,0
1739,24-07-2020,India,1
1740,24-07-2020,India,120
1741,24-07-2020,India,35
1742,24-07-2020,India,282
1743,24-07-2020,India,602
1744,24-07-2020,India,0
1745,24-07-2020,India,3320
1746,24-07-2020,India,455
1747,24-07-2020,India,11
1748,24-07-2020,India,1348
1749,24-07-2020,India,60
1750,24-07-2020,India,1290
1751,18-07-2020,India,0
1752,25-07-2020,India,0
1753,25-07-2020,India,985
1754,25-07-2020,India,3
1755,25-07-2020,India,77
1756,25-07-2020,India,234
1757,25-07-2020,India,13
1758,25-07-2020,India,39
1759,25-07-2020,India,2
1760,25-07-2020,India,3806
1761,25-07-2020,India,33
1762,25-07-2020,India,2300
1763,25-07-2020,India,389
1764,25-07-2020,India,11
1765,25-07-2020,India,305
1766,25-07-2020,India,82
1767,25-07-2020,India,1796
1768,25-07-2020,India,59
1769,25-07-2020,India,3
1770,25-07-2020,India,799
1771,25-07-2020,India,13389
1772,25-07-2020,India,0
1773,25-07-2020,India,5
1774,25-07-2020,India,0
1775,25-07-2020,India,1
1776,25-07-2020,India,130
1777,25-07-2020,India,38
1778,25-07-2020,India,291
1779,25-07-2020,India,613
1780,25-07-2020,India,0
1781,25-07-2020,India,3409
1782,25-07-2020,India,11
1783,25-07-2020,India,1387
1784,25-07-2020,India,63
1785,25-07-2020,India,1332
1786,25-07-2020,India,455
1787,18-07-2020,India,0
1788,26-07-2020,India,0
1789,26-07-2020,India,1041
1790,26-07-2020,India,3
1791,26-07-2020,India,79
1792,26-07-2020,India,244
1793,26-07-2020,India,13
1794,26-07-2020,India,43
1795,26-07-2020,India,2
1796,26-07-2020,India,3827
1797,26-07-2020,India,35
1798,26-07-2020,India,2326
1799,26-07-2020,India,392
1800,26-07-2020,India,12
1801,26-07-2020,India,312
1802,26-07-2020,India,85
1803,26-07-2020,India,1878
1804,26-07-2020,India,61
1805,26-07-2020,India,4
1806,26-07-2020,India,811
1807,26-07-2020,India,13656
1808,26-07-2020,India,0
1809,26-07-2020,India,5
1810,26-07-2020,India,0
1811,26-07-2020,India,4
1812,26-07-2020,India,140
1813,26-07-2020,India,40
1814,26-07-2020,India,306
1815,26-07-2020,India,621
1816,26-07-2020,India,0
1817,26-07-2020,India,3494
1818,26-07-2020,India,463
1819,26-07-2020,India,13
1820,26-07-2020,India,1426
1821,26-07-2020,India,63
1822,26-07-2020,India,1372
1823,18-07-2020,India,0
1824,27-07-2020,India,1
1825,27-07-2020,India,1090
1826,27-07-2020,India,3
1827,27-07-2020,India,86
1828,27-07-2020,India,253
1829,27-07-2020,India,14
1830,27-07-2020,India,44
1831,27-07-2020,India,2
1832,27-07-2020,India,3853
1833,27-07-2020,India,36
1834,27-07-2020,India,2348
1835,27-07-2020,India,397
1836,27-07-2020,India,14
1837,27-07-2020,India,321
1838,27-07-2020,India,89
1839,27-07-2020,India,1953
1840,27-07-2020,India,63
1841,27-07-2020,India,4
1842,27-07-2020,India,820
1843,27-07-2020,India,13883
1844,27-07-2020,India,0
1845,27-07-2020,India,5
1846,27-07-2020,India,0
1847,27-07-2020,India,5
1848,27-07-2020,India,147
1849,27-07-2020,India,43
1850,27-07-2020,India,318
1851,27-07-2020,India,631
1852,27-07-2020,India,1
1853,27-07-2020,India,3571
1854,27-07-2020,India,17
1855,27-07-2020,India,0
1856,27-07-2020,India,1456
1857,27-07-2020,India,66
1858,27-07-2020,India,1411
1859,27-07-2020,India,463
1860,28-07-2020,India,1
1861,28-07-2020,India,1090
1862,28-07-2020,India,3
1863,28-07-2020,India,86
1864,28-07-2020,India,253
1865,28-07-2020,India,14
1866,28-07-2020,India,44
1867,28-07-2020,India,2
1868,28-07-2020,India,3853
1869,28-07-2020,India,36
1870,28-07-2020,India,2348
1871,28-07-2020,India,397
1872,28-07-2020,India,14
1873,28-07-2020,India,321
1874,28-07-2020,India,89
1875,28-07-2020,India,1953
1876,28-07-2020,India,63
1877,28-07-2020,India,4
1878,28-07-2020,India,0
1879,28-07-2020,India,820
1880,28-07-2020,India,13883
1881,28-07-2020,India,0
1882,28-07-2020,India,5
1883,28-07-2020,India,0
1884,28-07-2020,India,5
1885,28-07-2020,India,147
1886,28-07-2020,India,43
1887,28-07-2020,India,318
1888,28-07-2020,India,631
1889,28-07-2020,India,1
1890,28-07-2020,India,3571
1891,28-07-2020,India,480
1892,28-07-2020,India,17
1893,28-07-2020,India,0
1894,28-07-2020,India,1456
1895,28-07-2020,India,66
1896,28-07-2020,India,1411
1897,29-07-2020,India,1
1898,29-07-2020,India,1213
1899,29-07-2020,India,3
1900,29-07-2020,India,92
1901,29-07-2020,India,278
1902,29-07-2020,India,14
1903,29-07-2020,India,48
1904,29-07-2020,India,2
1905,29-07-2020,India,3907
1906,29-07-2020,India,39
1907,29-07-2020,India,2396
1908,29-07-2020,India,413
1909,29-07-2020,India,14
1910,29-07-2020,India,348
1911,29-07-2020,India,98
1912,29-07-2020,India,2147
1913,29-07-2020,India,68
1914,29-07-2020,India,6
1915,29-07-2020,India,0
1916,29-07-2020,India,843
1917,29-07-2020,India,14463
1918,29-07-2020,India,0
1919,29-07-2020,India,5
1920,29-07-2020,India,0
1921,29-07-2020,India,5
1922,29-07-2020,India,159
1923,29-07-2020,India,47
1924,29-07-2020,India,361
1925,29-07-2020,India,650
1926,29-07-2020,India,1
1927,29-07-2020,India,3741
1928,29-07-2020,India,21
1929,29-07-2020,India,0
1930,29-07-2020,India,1530
1931,29-07-2020,India,72
1932,29-07-2020,India,1490
1933,29-07-2020,India,480
1934,30-07-2020,India,2
1935,30-07-2020,India,1281
1936,30-07-2020,India,3
1937,30-07-2020,India,94
1938,30-07-2020,India,282
1939,30-07-2020,India,14
1940,30-07-2020,India,51
1941,30-07-2020,India,2
1942,30-07-2020,India,3936
1943,30-07-2020,India,42
1944,30-07-2020,India,2418
1945,30-07-2020,India,417
1946,30-07-2020,India,14
1947,30-07-2020,India,365
1948,30-07-2020,India,103
1949,30-07-2020,India,2230
1950,30-07-2020,India,68
1951,30-07-2020,India,7
1952,30-07-2020,India,0
1953,30-07-2020,India,857
1954,30-07-2020,India,14729
1955,30-07-2020,India,4
1956,30-07-2020,India,5
1957,30-07-2020,India,0
1958,30-07-2020,India,5
1959,30-07-2020,India,169
1960,30-07-2020,India,48
1961,30-07-2020,India,370
1962,30-07-2020,India,663
1963,30-07-2020,India,1
1964,30-07-2020,India,3838
1965,30-07-2020,India,21
1966,30-07-2020,India,0
1967,30-07-2020,India,1587
1968,30-07-2020,India,76
1969,30-07-2020,India,1536
1970,29-07-2020,India,480
1971,31-07-2020,India,5
1972,31-07-2020,India,1349
1973,31-07-2020,India,3
1974,31-07-2020,India,98
1975,31-07-2020,India,296
1976,31-07-2020,India,15
1977,31-07-2020,India,53
1978,31-07-2020,India,2
1979,31-07-2020,India,3963
1980,31-07-2020,India,45
1981,31-07-2020,India,2441
1982,31-07-2020,India,421
1983,31-07-2020,India,14
1984,31-07-2020,India,377
1985,31-07-2020,India,106
1986,31-07-2020,India,2314
1987,31-07-2020,India,73
1988,31-07-2020,India,7
1989,31-07-2020,India,0
1990,31-07-2020,India,867
1991,31-07-2020,India,14994
1992,31-07-2020,India,5
1993,31-07-2020,India,5
1994,31-07-2020,India,0
1995,31-07-2020,India,5
1996,31-07-2020,India,177
1997,31-07-2020,India,49
1998,31-07-2020,India,386
1999,31-07-2020,India,674
2000,31-07-2020,India,1
2001,31-07-2020,India,3935
2002,31-07-2020,India,519
2003,31-07-2020,India,21
2004,31-07-2020,India,0
2005,31-07-2020,India,1630
2006,31-07-2020,India,80
2007,31-07-2020,India,1581
2008,01-08-2020,India,7
2009,01-08-2020,India,1407
2010,01-08-2020,India,3
2011,01-08-2020,India,101
2012,01-08-2020,India,309
2013,01-08-2020,India,18
2014,01-08-2020,India,55
2015,01-08-2020,India,2
2016,01-08-2020,India,3989
2017,01-08-2020,India,48
2018,01-08-2020,India,2464
2019,01-08-2020,India,428
2020,01-08-2020,India,14
2021,01-08-2020,India,388
2022,01-08-2020,India,113
2023,01-08-2020,India,2412
2024,01-08-2020,India,81
2025,01-08-2020,India,7
2026,01-08-2020,India,0
2027,01-08-2020,India,876
2028,01-08-2020,India,15316
2029,01-08-2020,India,6
2030,01-08-2020,India,5
2031,01-08-2020,India,0
2032,01-08-2020,India,5
2033,01-08-2020,India,187
2034,01-08-2020,India,51
2035,01-08-2020,India,405
2036,01-08-2020,India,690
2037,01-08-2020,India,1
2038,01-08-2020,India,4034
2039,01-08-2020,India,530
2040,01-08-2020,India,23
