,ObservationDate,Country_Region,Deaths
2041,01-08-2020,India,0
2042,01-08-2020,India,1677
2043,01-08-2020,India,83
2044,01-08-2020,India,1629
2045,02-08-2020,India,8
2046,02-08-2020,India,1474
2047,02-08-2020,India,3
2048,02-08-2020,India,105
2049,02-08-2020,India,329
2050,02-08-2020,India,19
2051,02-08-2020,India,58
2052,02-08-2020,India,2
2053,02-08-2020,India,4004
2054,02-08-2020,India,53
2055,02-08-2020,India,2486
2056,02-08-2020,India,433
2057,02-08-2020,India,14
2058,02-08-2020,India,396
2059,02-08-2020,India,118
2060,02-08-2020,India,2496
2061,02-08-2020,India,82
2062,02-08-2020,India,7
2063,02-08-2020,India,0
2064,02-08-2020,India,886
2065,02-08-2020,India,15576
2066,02-08-2020,India,7
2067,02-08-2020,India,5
2068,02-08-2020,India,0
2069,02-08-2020,India,5
2070,02-08-2020,India,197
2071,02-08-2020,India,52
2072,02-08-2020,India,423
2073,02-08-2020,India,703
2074,02-08-2020,India,1
2075,02-08-2020,India,4132
2076,02-08-2020,India,540
2077,02-08-2020,India,27
2078,02-08-2020,India,0
2079,02-08-2020,India,1730
2080,02-08-2020,India,86
2081,02-08-2020,India,1678
2082,03-08-2020,India,10
2083,03-08-2020,India,1537
2084,03-08-2020,India,3
2085,03-08-2020,India,109
2086,03-08-2020,India,330
2087,03-08-2020,India,19
2088,03-08-2020,India,61
2089,03-08-2020,India,2
2090,03-08-2020,India,4021
2091,03-08-2020,India,56
2092,03-08-2020,India,2508
2093,03-08-2020,India,440
2094,03-08-2020,India,14
2095,03-08-2020,India,407
2096,03-08-2020,India,125
2097,03-08-2020,India,2594
2098,03-08-2020,India,84
2099,03-08-2020,India,7
2100,03-08-2020,India,0
2101,03-08-2020,India,900
2102,03-08-2020,India,15842
2103,03-08-2020,India,7
2104,03-08-2020,India,5
2105,03-08-2020,India,0
2106,03-08-2020,India,5
2107,03-08-2020,India,207
2108,03-08-2020,India,56
2109,03-08-2020,India,442
2110,03-08-2020,India,715
2111,03-08-2020,India,1
2112,03-08-2020,India,4241
2113,03-08-2020,India,563
2114,03-08-2020,India,28
2115,03-08-2020,India,0
2116,03-08-2020,India,1778
2117,03-08-2020,India,90
2118,03-08-2020,India,1731
2119,04-08-2020,India,12
2120,04-08-2020,India,1604
2121,04-08-2020,India,3
2122,04-08-2020,India,115
2123,04-08-2020,India,347
2124,04-08-2020,India,20
2125,04-08-2020,India,69
2126,04-08-2020,India,2
2127,04-08-2020,India,4033
2128,04-08-2020,India,60
2129,04-08-2020,India,2533
2130,04-08-2020,India,448
2131,04-08-2020,India,14
2132,04-08-2020,India,417
2133,04-08-2020,India,128
2134,04-08-2020,India,2704
2135,04-08-2020,India,87
2136,04-08-2020,India,7
2137,04-08-2020,India,0
2138,04-08-2020,India,912
2139,04-08-2020,India,16142
2140,04-08-2020,India,7
2141,04-08-2020,India,5
2142,04-08-2020,India,0
2143,04-08-2020,India,5
2144,04-08-2020,India,216
2145,04-08-2020,India,58
2146,04-08-2020,India,462
2147,04-08-2020,India,732
2148,04-08-2020,India,1
2149,04-08-2020,India,4349
2150,04-08-2020,India,576
2151,04-08-2020,India,30
2152,04-08-2020,India,0
2153,04-08-2020,India,1817
2154,04-08-2020,India,95
2155,04-08-2020,India,1785
2156,05-08-2020,India,14
2157,05-08-2020,India,1681
2158,05-08-2020,India,3
2159,05-08-2020,India,121
2160,05-08-2020,India,355
2161,05-08-2020,India,20
2162,05-08-2020,India,71
2163,05-08-2020,India,2
2164,05-08-2020,India,4044
2165,05-08-2020,India,64
2166,05-08-2020,India,2556
2167,05-08-2020,India,455
2168,05-08-2020,India,14
2169,05-08-2020,India,426
2170,05-08-2020,India,136
2171,05-08-2020,India,2804
2172,05-08-2020,India,94
2173,05-08-2020,India,7
2174,05-08-2020,India,0
2175,05-08-2020,India,929
2176,05-08-2020,India,16476
2177,05-08-2020,India,7
2178,05-08-2020,India,5
2179,05-08-2020,India,0
2180,05-08-2020,India,6
2181,05-08-2020,India,225
2182,05-08-2020,India,65
2183,05-08-2020,India,491
2184,05-08-2020,India,745
2185,05-08-2020,India,1
2186,05-08-2020,India,4461
2187,05-08-2020,India,589
2188,05-08-2020,India,31
2189,05-08-2020,India,0
2190,05-08-2020,India,1857
2191,05-08-2020,India,98
2192,05-08-2020,India,1846
2193,06-08-2020,India,16
2194,06-08-2020,India,1753
2195,06-08-2020,India,3
2196,06-08-2020,India,126
2197,06-08-2020,India,363
2198,06-08-2020,India,20
2199,06-08-2020,India,77
2200,06-08-2020,India,2
2201,06-08-2020,India,4059
2202,06-08-2020,India,66
2203,06-08-2020,India,2583
2204,06-08-2020,India,458
2205,06-08-2020,India,14
2206,06-08-2020,India,436
2207,06-08-2020,India,145
2208,06-08-2020,India,2897
2209,06-08-2020,India,97
2210,06-08-2020,India,7
2211,06-08-2020,India,0
2212,06-08-2020,India,946
2213,06-08-2020,India,16792
2214,06-08-2020,India,8
2215,06-08-2020,India,5
2216,06-08-2020,India,0
2217,06-08-2020,India,6
2218,06-08-2020,India,235
2219,06-08-2020,India,70
2220,06-08-2020,India,517
2221,06-08-2020,India,757
2222,06-08-2020,India,1
2223,06-08-2020,India,4571
2224,06-08-2020,India,601
2225,06-08-2020,India,36
2226,06-08-2020,India,0
2227,06-08-2020,India,1918
2228,06-08-2020,India,98
2229,06-08-2020,India,1902
2230,07-08-2020,India,19
2231,07-08-2020,India,1842
2232,07-08-2020,India,3
2233,07-08-2020,India,132
2234,07-08-2020,India,369
2235,07-08-2020,India,23
2236,07-08-2020,India,87
2237,07-08-2020,India,2
2238,07-08-2020,India,4082
2239,07-08-2020,India,70
2240,07-08-2020,India,2605
2241,07-08-2020,India,467
2242,07-08-2020,India,14
2243,07-08-2020,India,449
2244,07-08-2020,India,151
2245,07-08-2020,India,2998
2246,07-08-2020,India,102
2247,07-08-2020,India,9
2248,07-08-2020,India,0
2249,07-08-2020,India,962
2250,07-08-2020,India,17092
2251,07-08-2020,India,10
2252,07-08-2020,India,5
2253,07-08-2020,India,0
2254,07-08-2020,India,7
2255,07-08-2020,India,247
2256,07-08-2020,India,75
2257,07-08-2020,India,539
2258,07-08-2020,India,767
2259,07-08-2020,India,1
2260,07-08-2020,India,4690
2261,07-08-2020,India,615
2262,07-08-2020,India,37
2263,07-08-2020,India,0
2264,07-08-2020,India,1981
2265,07-08-2020,India,112
2266,07-08-2020,India,1954
2267,08-08-2020,India,20
2268,08-08-2020,India,1939
2269,08-08-2020,India,3
2270,08-08-2020,India,140
2271,08-08-2020,India,382
2272,08-08-2020,India,24
2273,08-08-2020,India,89
2274,08-08-2020,India,2
2275,08-08-2020,India,4098
2276,08-08-2020,India,72
2277,08-08-2020,India,2628
2278,08-08-2020,India,474
2279,08-08-2020,India,14
2280,08-08-2020,India,459
2281,08-08-2020,India,155
2282,08-08-2020,India,3091
2283,08-08-2020,India,106
2284,08-08-2020,India,9
2285,08-08-2020,India,0
2286,08-08-2020,India,977
2287,08-08-2020,India,17367
2288,08-08-2020,India,11
2289,08-08-2020,India,6
2290,08-08-2020,India,0
2291,08-08-2020,India,7
2292,08-08-2020,India,259
2293,08-08-2020,India,80
2294,08-08-2020,India,562
2295,08-08-2020,India,778
2296,08-08-2020,India,1
2297,08-08-2020,India,4808
2298,08-08-2020,India,627
2299,08-08-2020,India,41
2300,08-08-2020,India,0
2301,08-08-2020,India,2028
2302,08-08-2020,India,117
2303,08-08-2020,India,2005
2304,09-08-2020,India,20
2305,09-08-2020,India,2036
2306,09-08-2020,India,3
2307,09-08-2020,India,145
2308,09-08-2020,India,387
2309,09-08-2020,India,25
2310,09-08-2020,India,96
2311,09-08-2020,India,2
2312,09-08-2020,India,4111
2313,09-08-2020,India,75
2314,09-08-2020,India,2652
2315,09-08-2020,India,483
2316,09-08-2020,India,15
2317,09-08-2020,India,472
2318,09-08-2020,India,177
2319,09-08-2020,India,3198
2320,09-08-2020,India,108
2321,09-08-2020,India,9
2322,09-08-2020,India,0
2323,09-08-2020,India,996
2324,09-08-2020,India,17757
2325,09-08-2020,India,11
2326,09-08-2020,India,6
2327,09-08-2020,India,0
2328,09-08-2020,India,8
2329,09-08-2020,India,272
2330,09-08-2020,India,87
2331,09-08-2020,India,586
2332,09-08-2020,India,789
2333,09-08-2020,India,1
2334,09-08-2020,India,4927
2335,09-08-2020,India,637
2336,09-08-2020,India,42
2337,09-08-2020,India,0
2338,09-08-2020,India,2069
2339,09-08-2020,India,125
2340,09-08-2020,India,2059
2341,10-08-2020,India,20
2342,10-08-2020,India,2116
2343,10-08-2020,India,3
2344,10-08-2020,India,151
2345,10-08-2020,India,397
2346,10-08-2020,India,25
2347,10-08-2020,India,99
2348,10-08-2020,India,2
2349,10-08-2020,India,4131
2350,10-08-2020,India,80
2351,10-08-2020,India,2672
2352,10-08-2020,India,489
2353,10-08-2020,India,17
2354,10-08-2020,India,478
2355,10-08-2020,India,188
2356,10-08-2020,India,3312
2357,10-08-2020,India,115
2358,10-08-2020,India,9
2359,10-08-2020,India,0
2360,10-08-2020,India,1015
2361,10-08-2020,India,18050
2362,10-08-2020,India,11
2363,10-08-2020,India,6
2364,10-08-2020,India,0
2365,10-08-2020,India,8
2366,10-08-2020,India,286
2367,10-08-2020,India,89
2368,10-08-2020,India,604
2369,10-08-2020,India,800
2370,10-08-2020,India,1
2371,10-08-2020,India,5041
2372,10-08-2020,India,645
2373,10-08-2020,India,43
2374,10-08-2020,India,0
2375,10-08-2020,India,2120
2376,10-08-2020,India,134
2377,10-08-2020,India,2100
2378,11-08-2020,India,21
2379,11-08-2020,India,2203
2380,11-08-2020,India,3
2381,11-08-2020,India,155
2382,11-08-2020,India,413
2383,11-08-2020,India,26
2384,11-08-2020,India,104
2385,11-08-2020,India,2
2386,11-08-2020,India,4139
2387,11-08-2020,India,86
2388,11-08-2020,India,2695
2389,11-08-2020,India,500
2390,11-08-2020,India,18
2391,11-08-2020,India,490
2392,11-08-2020,India,192
2393,11-08-2020,India,3398
2394,11-08-2020,India,120
2395,11-08-2020,India,9
2396,11-08-2020,India,0
2397,11-08-2020,India,1033
2398,11-08-2020,India,18306
2399,11-08-2020,India,12
2400,11-08-2020,India,6
2401,11-08-2020,India,0
2402,11-08-2020,India,8
2403,11-08-2020,India,296
2404,11-08-2020,India,91
2405,11-08-2020,India,636
2406,11-08-2020,India,811
2407,11-08-2020,India,1
2408,11-08-2020,India,5159
2409,11-08-2020,India,654
2410,11-08-2020,India,43
2411,11-08-2020,India,0
2412,11-08-2020,India,2176
2413,11-08-2020,India,136
2414,11-08-2020,India,2149
2415,12-08-2020,India,21
2416,12-08-2020,India,2296
2417,12-08-2020,India,3
2418,12-08-2020,India,161
2419,12-08-2020,India,416
2420,12-08-2020,India,26
2421,12-08-2020,India,109
2422,12-08-2020,India,2
2423,12-08-2020,India,4153
2424,12-08-2020,India,89
2425,12-08-2020,India,2713
2426,12-08-2020,India,503
2427,12-08-2020,India,18
2428,12-08-2020,India,498
2429,12-08-2020,India,197
2430,12-08-2020,India,3510
2431,12-08-2020,India,126
2432,12-08-2020,India,9
2433,12-08-2020,India,0
2434,12-08-2020,India,1048
2435,12-08-2020,India,18650
2436,12-08-2020,India,12
2437,12-08-2020,India,6
2438,12-08-2020,India,0
2439,12-08-2020,India,8
2440,12-08-2020,India,305
2441,12-08-2020,India,96
2442,12-08-2020,India,675
2443,12-08-2020,India,822
2444,12-08-2020,India,1
2445,12-08-2020,India,5278
2446,12-08-2020,India,665
2447,12-08-2020,India,44
2448,12-08-2020,India,0
2449,12-08-2020,India,2230
2450,12-08-2020,India,140
2451,12-08-2020,India,2203
2452,13-08-2020,India,22
2453,13-08-2020,India,2378
2454,13-08-2020,India,4
2455,13-08-2020,India,169
2456,13-08-2020,India,426
2457,13-08-2020,India,27
2458,13-08-2020,India,114
2459,13-08-2020,India,2
2460,13-08-2020,India,4167
2461,13-08-2020,India,91
2462,13-08-2020,India,2731
2463,13-08-2020,India,511
2464,13-08-2020,India,19
2465,13-08-2020,India,509
2466,13-08-2020,India,209
2467,13-08-2020,India,3613
2468,13-08-2020,India,129
2469,13-08-2020,India,9
2470,13-08-2020,India,0
2471,13-08-2020,India,1065
2472,13-08-2020,India,19063
2473,13-08-2020,India,13
2474,13-08-2020,India,6
2475,13-08-2020,India,0
2476,13-08-2020,India,8
2477,13-08-2020,India,314
2478,13-08-2020,India,102
2479,13-08-2020,India,706
2480,13-08-2020,India,833
2481,13-08-2020,India,1
2482,13-08-2020,India,5397
2483,13-08-2020,India,674
2484,13-08-2020,India,46
2485,13-08-2020,India,0
2486,13-08-2020,India,2280
2487,13-08-2020,India,143
2488,13-08-2020,India,2259
2489,14-08-2020,India,24
2490,14-08-2020,India,2475
2491,14-08-2020,India,5
2492,14-08-2020,India,175
2493,14-08-2020,India,442
2494,14-08-2020,India,28
2495,14-08-2020,India,130
2496,14-08-2020,India,2
2497,14-08-2020,India,4178
2498,14-08-2020,India,93
2499,14-08-2020,India,2746
2500,14-08-2020,India,518
2501,14-08-2020,India,19
2502,14-08-2020,India,520
2503,14-08-2020,India,224
2504,14-08-2020,India,3717
2505,14-08-2020,India,139
2506,14-08-2020,India,9
2507,14-08-2020,India,0
2508,14-08-2020,India,1081
2509,14-08-2020,India,19427
2510,14-08-2020,India,13
2511,14-08-2020,India,6
2512,14-08-2020,India,0
2513,14-08-2020,India,8
2514,14-08-2020,India,324
2515,14-08-2020,India,106
2516,14-08-2020,India,731
2517,14-08-2020,India,846
2518,14-08-2020,India,1
2519,14-08-2020,India,5514
2520,14-08-2020,India,684
2521,14-08-2020,India,50
2522,14-08-2020,India,0
2523,14-08-2020,India,2335
2524,14-08-2020,India,147
2525,14-08-2020,India,2319
2526,15-08-2020,India,24
2527,15-08-2020,India,2562
2528,15-08-2020,India,5
2529,15-08-2020,India,182
2530,15-08-2020,India,450
2531,15-08-2020,India,28
2532,15-08-2020,India,134
2533,15-08-2020,India,2
2534,15-08-2020,India,4188
2535,15-08-2020,India,98
2536,15-08-2020,India,2765
2537,15-08-2020,India,528
2538,15-08-2020,India,19
2539,15-08-2020,India,527
2540,15-08-2020,India,228
2541,15-08-2020,India,3831
2542,15-08-2020,India,146
2543,15-08-2020,India,10
2544,15-08-2020,India,0
2545,15-08-2020,India,1094
2546,15-08-2020,India,19749
2547,15-08-2020,India,13
2548,15-08-2020,India,6
2549,15-08-2020,India,0
2550,15-08-2020,India,8
2551,15-08-2020,India,333
2552,15-08-2020,India,106
2553,15-08-2020,India,771
2554,15-08-2020,India,862
2555,15-08-2020,India,1
2556,15-08-2020,India,5641
2557,15-08-2020,India,693
2558,15-08-2020,India,55
2559,15-08-2020,India,0
2560,15-08-2020,India,2393
2561,15-08-2020,India,151
2562,15-08-2020,India,2377
2563,16-08-2020,India,28
2564,16-08-2020,India,2650
2565,16-08-2020,India,5
2566,16-08-2020,India,189
2567,16-08-2020,India,461
2568,16-08-2020,India,29
2569,16-08-2020,India,141
2570,16-08-2020,India,2
2571,16-08-2020,India,4196
2572,16-08-2020,India,104
2573,16-08-2020,India,2785
2574,16-08-2020,India,538
2575,16-08-2020,India,19
2576,16-08-2020,India,542
2577,16-08-2020,India,244
2578,16-08-2020,India,3947
2579,16-08-2020,India,156
2580,16-08-2020,India,14
2581,16-08-2020,India,0
2582,16-08-2020,India,1105
2583,16-08-2020,India,20037
2584,16-08-2020,India,16
2585,16-08-2020,India,6
2586,16-08-2020,India,0
2587,16-08-2020,India,8
2588,16-08-2020,India,343
2589,16-08-2020,India,110
2590,16-08-2020,India,812
2591,16-08-2020,India,876
2592,16-08-2020,India,1
2593,16-08-2020,India,5766
2594,16-08-2020,India,703
2595,16-08-2020,India,59
2596,16-08-2020,India,0
2597,16-08-2020,India,2449
2598,16-08-2020,India,152
2599,16-08-2020,India,2428
2600,17-08-2020,India,29
2601,17-08-2020,India,2732
2602,17-08-2020,India,5
2603,17-08-2020,India,197
2604,17-08-2020,India,468
2605,17-08-2020,India,30
2606,17-08-2020,India,150
2607,17-08-2020,India,2
2608,17-08-2020,India,4214
2609,17-08-2020,India,111
2610,17-08-2020,India,2800
2611,17-08-2020,India,550
2612,17-08-2020,India,19
2613,17-08-2020,India,548
2614,17-08-2020,India,250
2615,17-08-2020,India,4062
2616,17-08-2020,India,169
2617,17-08-2020,India,14
2618,17-08-2020,India,0
2619,17-08-2020,India,1128
2620,17-08-2020,India,20265
2621,17-08-2020,India,17
2622,17-08-2020,India,6
2623,17-08-2020,India,0
2624,17-08-2020,India,8
2625,17-08-2020,India,353
2626,17-08-2020,India,114
2627,17-08-2020,India,863
2628,17-08-2020,India,887
2629,17-08-2020,India,1
2630,17-08-2020,India,5886
2631,17-08-2020,India,711
2632,17-08-2020,India,62
2633,17-08-2020,India,0
2634,17-08-2020,India,2515
2635,17-08-2020,India,158
2636,17-08-2020,India,2473
2637,18-08-2020,India,30
2638,18-08-2020,India,2820
2639,18-08-2020,India,5
2640,18-08-2020,India,203
2641,18-08-2020,India,476
2642,18-08-2020,India,30
2643,18-08-2020,India,158
2644,18-08-2020,India,2
2645,18-08-2020,India,4226
2646,18-08-2020,India,116
2647,18-08-2020,India,2820
2648,18-08-2020,India,557
2649,18-08-2020,India,19
2650,18-08-2020,India,561
2651,18-08-2020,India,262
2652,18-08-2020,India,4201
2653,18-08-2020,India,175
2654,18-08-2020,India,17
2655,18-08-2020,India,0
2656,18-08-2020,India,1141
2657,18-08-2020,India,20687
2658,18-08-2020,India,18
2659,18-08-2020,India,6
2660,18-08-2020,India,0
2661,18-08-2020,India,8
2662,18-08-2020,India,362
2663,18-08-2020,India,123
2664,18-08-2020,India,898
2665,18-08-2020,India,898
2666,18-08-2020,India,1
2667,18-08-2020,India,6007
2668,18-08-2020,India,719
2669,18-08-2020,India,65
2670,18-08-2020,India,0
2671,18-08-2020,India,2585
2672,18-08-2020,India,164
2673,18-08-2020,India,2528
2674,19-08-2020,India,30
2675,19-08-2020,India,2906
2676,19-08-2020,India,5
2677,19-08-2020,India,213
2678,19-08-2020,India,487
2679,19-08-2020,India,31
2680,19-08-2020,India,161
2681,19-08-2020,India,2
2682,19-08-2020,India,4235
2683,19-08-2020,India,124
2684,19-08-2020,India,2837
2685,19-08-2020,India,567
2686,19-08-2020,India,19
2687,19-08-2020,India,572
2688,19-08-2020,India,277
2689,19-08-2020,India,4327
2690,19-08-2020,India,182
2691,19-08-2020,India,18
2692,19-08-2020,India,0
2693,19-08-2020,India,1159
2694,19-08-2020,India,21033
2695,19-08-2020,India,18
2696,19-08-2020,India,6
2697,19-08-2020,India,0
2698,19-08-2020,India,8
2699,19-08-2020,India,372
2700,19-08-2020,India,129
2701,19-08-2020,India,921
2702,19-08-2020,India,910
2703,19-08-2020,India,3
2704,19-08-2020,India,6123
2705,19-08-2020,India,729
2706,19-08-2020,India,65
2707,19-08-2020,India,0
2708,19-08-2020,India,2638
2709,19-08-2020,India,178
2710,19-08-2020,India,2581
2711,20-08-2020,India,31
2712,20-08-2020,India,3001
2713,20-08-2020,India,5
2714,20-08-2020,India,221
2715,20-08-2020,India,492
2716,20-08-2020,India,31
2717,20-08-2020,India,168
2718,20-08-2020,India,2
2719,20-08-2020,India,4257
2720,20-08-2020,India,126
2721,20-08-2020,India,2853
2722,20-08-2020,India,578
2723,20-08-2020,India,23
2724,20-08-2020,India,578
2725,20-08-2020,India,286
2726,20-08-2020,India,4429
2727,20-08-2020,India,191
2728,20-08-2020,India,18
2729,20-08-2020,India,0
2730,20-08-2020,India,1171
2731,20-08-2020,India,21359
2732,20-08-2020,India,18
2733,20-08-2020,India,6
2734,20-08-2020,India,0
2735,20-08-2020,India,8
2736,20-08-2020,India,380
2737,20-08-2020,India,137
2738,20-08-2020,India,957
2739,20-08-2020,India,921
2740,20-08-2020,India,3
2741,20-08-2020,India,6239
2742,20-08-2020,India,737
2743,20-08-2020,India,69
2744,20-08-2020,India,0
2745,20-08-2020,India,2733
2746,20-08-2020,India,187
2747,20-08-2020,India,2634
2748,21-08-2020,India,32
2749,21-08-2020,India,3092
2750,21-08-2020,India,5
2751,21-08-2020,India,227
2752,21-08-2020,India,498
2753,21-08-2020,India,33
2754,21-08-2020,India,180
2755,21-08-2020,India,2
2756,21-08-2020,India,4270
2757,21-08-2020,India,135
2758,21-08-2020,India,2867
2759,21-08-2020,India,585
2760,21-08-2020,India,25
2761,21-08-2020,India,593
2762,21-08-2020,India,297
2763,21-08-2020,India,4522
2764,21-08-2020,India,203
2765,21-08-2020,India,19
2766,21-08-2020,India,0
2767,21-08-2020,India,1185
2768,21-08-2020,India,21698
2769,21-08-2020,India,20
2770,21-08-2020,India,6
2771,21-08-2020,India,0
2772,21-08-2020,India,8
2773,21-08-2020,India,390
2774,21-08-2020,India,143
2775,21-08-2020,India,991
2776,21-08-2020,India,933
2777,21-08-2020,India,3
2778,21-08-2020,India,6340
2779,21-08-2020,India,744
2780,21-08-2020,India,70
2781,21-08-2020,India,0
2782,21-08-2020,India,2797
2783,21-08-2020,India,192
2784,21-08-2020,India,2689
2785,22-08-2020,India,32
2786,22-08-2020,India,3189
2787,22-08-2020,India,5
2788,22-08-2020,India,234
2789,22-08-2020,India,503
2790,22-08-2020,India,33
2791,22-08-2020,India,189
2792,22-08-2020,India,2
2793,22-08-2020,India,4284
2794,22-08-2020,India,140
2795,22-08-2020,India,2881
2796,22-08-2020,India,597
2797,22-08-2020,India,29
2798,22-08-2020,India,608
2799,22-08-2020,India,308
2800,22-08-2020,India,4615
2801,22-08-2020,India,218
2802,22-08-2020,India,21
2803,22-08-2020,India,0
2804,22-08-2020,India,1206
2805,22-08-2020,India,21995
2806,22-08-2020,India,22
2807,22-08-2020,India,7
2808,22-08-2020,India,0
2809,22-08-2020,India,9
2810,22-08-2020,India,399
2811,22-08-2020,India,151
2812,22-08-2020,India,1036
2813,22-08-2020,India,944
2814,22-08-2020,India,3
2815,22-08-2020,India,6420
2816,22-08-2020,India,755
2817,22-08-2020,India,72
2818,22-08-2020,India,0
2819,22-08-2020,India,2867
2820,22-08-2020,India,195
2821,22-08-2020,India,2737
2822,23-08-2020,India,33
2823,23-08-2020,India,3282
2824,23-08-2020,India,5
2825,23-08-2020,India,242
2826,23-08-2020,India,511
2827,23-08-2020,India,37
2828,23-08-2020,India,197
2829,23-08-2020,India,2
2830,23-08-2020,India,4300
2831,23-08-2020,India,144
2832,23-08-2020,India,2895
2833,23-08-2020,India,603
2834,23-08-2020,India,29
2835,23-08-2020,India,617
2836,23-08-2020,India,312
2837,23-08-2020,India,4683
2838,23-08-2020,India,223
2839,23-08-2020,India,23
2840,23-08-2020,India,0
2841,23-08-2020,India,1229
2842,23-08-2020,India,22253
2843,23-08-2020,India,22
2844,23-08-2020,India,8
2845,23-08-2020,India,0
2846,23-08-2020,India,9
2847,23-08-2020,India,409
2848,23-08-2020,India,159
2849,23-08-2020,India,1086
2850,23-08-2020,India,955
2851,23-08-2020,India,3
2852,23-08-2020,India,6517
2853,23-08-2020,India,761
2854,23-08-2020,India,73
2855,23-08-2020,India,0
2856,23-08-2020,India,2926
2857,23-08-2020,India,200
2858,23-08-2020,India,2794
2859,24-08-2020,India,35
2860,24-08-2020,India,3368
2861,24-08-2020,India,5
2862,24-08-2020,India,252
2863,24-08-2020,India,514
2864,24-08-2020,India,37
2865,24-08-2020,India,206
2866,24-08-2020,India,2
2867,24-08-2020,India,4313
2868,24-08-2020,India,148
2869,24-08-2020,India,2908
2870,24-08-2020,India,613
2871,24-08-2020,India,29
2872,24-08-2020,India,624
2873,24-08-2020,India,330
2874,24-08-2020,India,4810
2875,24-08-2020,India,234
2876,24-08-2020,India,23
2877,24-08-2020,India,0
2878,24-08-2020,India,1246
2879,24-08-2020,India,22465
2880,24-08-2020,India,22
2881,24-08-2020,India,8
2882,24-08-2020,India,0
2883,24-08-2020,India,9
2884,24-08-2020,India,419
2885,24-08-2020,India,164
2886,24-08-2020,India,1129
2887,24-08-2020,India,967
2888,24-08-2020,India,3
2889,24-08-2020,India,6614
2890,24-08-2020,India,770
2891,24-08-2020,India,78
2892,24-08-2020,India,0
2893,24-08-2020,India,2987
2894,24-08-2020,India,207
2895,24-08-2020,India,2851
2896,25-08-2020,India,37
2897,25-08-2020,India,3368
2898,25-08-2020,India,5
2899,25-08-2020,India,260
2900,25-08-2020,India,519
2901,25-08-2020,India,40
2902,25-08-2020,India,221
2903,25-08-2020,India,2
2904,25-08-2020,India,4330
2905,25-08-2020,India,157
2906,25-08-2020,India,2928
2907,25-08-2020,India,623
2908,25-08-2020,India,30
2909,25-08-2020,India,638
2910,25-08-2020,India,347
2911,25-08-2020,India,4958
2912,25-08-2020,India,244
2913,25-08-2020,India,24
2914,25-08-2020,India,0
2915,25-08-2020,India,1265
2916,25-08-2020,India,22794
2917,25-08-2020,India,24
2918,25-08-2020,India,8
2919,25-08-2020,India,0
2920,25-08-2020,India,9
2921,25-08-2020,India,428
2922,25-08-2020,India,172
2923,25-08-2020,India,1178
2924,25-08-2020,India,980
2925,25-08-2020,India,3
2926,25-08-2020,India,6721
2927,25-08-2020,India,780
2928,25-08-2020,India,83
2929,25-08-2020,India,0
2930,25-08-2020,India,3059
2931,25-08-2020,India,213
2932,25-08-2020,India,2909
2933,26-08-2020,India,41
2934,26-08-2020,India,3541
2935,26-08-2020,India,5
2936,26-08-2020,India,274
2937,26-08-2020,India,530
2938,26-08-2020,India,41
2939,26-08-2020,India,231
2940,26-08-2020,India,2
2941,26-08-2020,India,4347
2942,26-08-2020,India,165
2943,26-08-2020,India,2945
2944,26-08-2020,India,634
2945,26-08-2020,India,32
2946,26-08-2020,India,657
2947,26-08-2020,India,362
2948,26-08-2020,India,5091
2949,26-08-2020,India,257
2950,26-08-2020,India,25
2951,26-08-2020,India,0
2952,26-08-2020,India,1282
2953,26-08-2020,India,23089
2954,26-08-2020,India,25
2955,26-08-2020,India,8
2956,26-08-2020,India,0
2957,26-08-2020,India,9
2958,26-08-2020,India,441
2959,26-08-2020,India,180
2960,26-08-2020,India,1219
2961,26-08-2020,India,992
2962,26-08-2020,India,3
2963,26-08-2020,India,6839
2964,26-08-2020,India,788
2965,26-08-2020,India,85
2966,26-08-2020,India,0
2967,26-08-2020,India,3149
2968,26-08-2020,India,219
2969,26-08-2020,India,2964
2970,27-08-2020,India,42
2971,27-08-2020,India,3633
2972,27-08-2020,India,5
2973,27-08-2020,India,278
2974,27-08-2020,India,538
2975,27-08-2020,India,43
2976,27-08-2020,India,245
2977,27-08-2020,India,2
2978,27-08-2020,India,4369
2979,27-08-2020,India,171
2980,27-08-2020,India,2962
2981,27-08-2020,India,646
2982,27-08-2020,India,33
2983,27-08-2020,India,671
2984,27-08-2020,India,373
2985,27-08-2020,India,5232
2986,27-08-2020,India,267
2987,27-08-2020,India,27
2988,27-08-2020,India,0
2989,27-08-2020,India,1306
2990,27-08-2020,India,23444
2991,27-08-2020,India,25
2992,27-08-2020,India,8
2993,27-08-2020,India,0
2994,27-08-2020,India,9
2995,27-08-2020,India,448
2996,27-08-2020,India,190
2997,27-08-2020,India,1256
2998,27-08-2020,India,1005
2999,27-08-2020,India,3
3000,27-08-2020,India,6948
3001,27-08-2020,India,799
3002,27-08-2020,India,89
3003,27-08-2020,India,0
3004,27-08-2020,India,3217
3005,27-08-2020,India,228
3006,27-08-2020,India,3017
3007,28-08-2020,India,42
3008,28-08-2020,India,3714
3009,28-08-2020,India,5
3010,28-08-2020,India,286
3011,28-08-2020,India,558
3012,28-08-2020,India,45
3013,28-08-2020,India,251
3014,28-08-2020,India,2
3015,28-08-2020,India,4389
3016,28-08-2020,India,175
3017,28-08-2020,India,2976
3018,28-08-2020,India,661
3019,28-08-2020,India,33
3020,28-08-2020,India,678
3021,28-08-2020,India,381
